,character,text,scene,movie
1681,THEODEN,"I have fought many wars, Master Dwarf. I know how to defend my own keep.",Scene 43 ~ Aragorn's Return,The Two Towers
1682,THEODEN,They will break upon this fortress like water on rock.  Saruman's hordes will pillage and burn. We've seen it before. Crops can be resown......homes rebuilt. Within these walls......we will outlast them.,Scene 43 ~ Aragorn's Return,The Two Towers
1683,ARAGORN,They do not come to destroy Rohan's crops or villages. They come to destroy its people......down to the last child.,Scene 43 ~ Aragorn's Return,The Two Towers
1684,THEODEN," What would you have me do? Look at my men. Their courage hangs by a thread. If this is to be our end, then I would have them make such an end......as to be worthy of remembrance.",Scene 43 ~ Aragorn's Return,The Two Towers
1685,ARAGORN,"Send out riders, my lord. You must call for aid.",Scene 43 ~ Aragorn's Return,The Two Towers
1686,THEODEN,And who will come? Elves? Dwarves? We are not so lucky in our friends as you. The old alliances are dead.,Scene 43 ~ Aragorn's Return,The Two Towers
1687,ARAGORN,Gondor will answer.,Scene 43 ~ Aragorn's Return,The Two Towers
1688,THEODEN," Gondor?! Where was Gondor when the Westfold fell?! Where was Gondor when our enemies closed in around us?! Where was Gon--?  No, my Lord Aragorn......we are alone.  Get the women and children into the caves.",Scene 43 ~ Aragorn's Return,The Two Towers
1689,GAMLING,We need more time to lay provisions--,Scene 43 ~ Aragorn's Return,The Two Towers
1690,THEODEN,There is no time. War is upon us. Secure the gate.,Scene 43 ~ Aragorn's Return,The Two Towers
1691,TREEBEARD,"We Ents have not troubled......about the wars of Men and wizards......for a very long time. But now, something is about to happen......that has not happened......for an age.  Entmoot.",Scene 44 ~ Entmoot,The Two Towers
1692,MERRY,What's that?,Scene 44 ~ Entmoot,The Two Towers
1693,TREEBEARD,'Tis a gathering.,Scene 44 ~ Entmoot,The Two Towers
1694,MERRY, A gathering of what?,Scene 44 ~ Entmoot,The Two Towers
1695,TREEBEARD,Beech. Oak. Chestnut. Ash. Good. Good. Good. Many have come.  Now we must decide if the Ents......will go to war.,Scene 44 ~ Entmoot,The Two Towers
1696,GIMLI, You could have picked a better spot.,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1697,GIMLI,"Well, lad, whatever luck you live by, let's hope it lasts the night.","Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1698,LEGOLAS,"Your friends are with you, Aragorn.","Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1699,GIMLI,Let's hope they last the night.,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1700,ARAGORN," A Eruchîn, ú-dano i faelas a hyn an uben tanatha le faelas! ","Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1701,GIMLI,What's happening out there?,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1702,LEGOLAS,Shall I describe it to you? Or would you like me to find you a box? ,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1703,ARAGORN,Dartho! ,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1704,THEODEN, So it begins.,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1705,ARAGORN, Tangado a chadad! ,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1706,LEGOLAS, Faeg i-varv dîn na lanc a nu ranc. ,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1707,ARAGORN,Leithio i philinn! ,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1708,GIMLI, Did they hit anything?,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1709,THEODEN, Give them a volley.,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1710,GAMLING, Fire!,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1711,OLD MAN,Fire!,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1712,ARAGORN,Ribed bant! ,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1713,GIMLI,Send them to me! Come on!,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1714,ARAGORN,Pendraith! ,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1715,GIMLI,Good!,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1716,ARAGORN, Swords! Swords! ,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1717,GIMLI, Legolas! Two already!,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1718,LEGOLAS, I'm on 17!,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1719,GIMLI, I'll have no pointy-ear outscoring me! ,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1720,LEGOLAS, Nineteen!,"Scene 49 ~ The Battle of the Hornburg 


It is night time. Men stand ready andarmed on the battlements of Helms Deep and along the top of the Deeping Wallelves are lined up.  They watch as the Uruk-hai armies advance with littorches.  Legolas and Gimli stand next to each other on the Deeping Wall",The Two Towers
1721,PIPPIN, Merry.,Scene 50 ~ Old Entish,The Two Towers
1722,TREEBEARD,We have just agreed.,Scene 50 ~ Old Entish,The Two Towers
1723,MERRY, Yes?,Scene 50 ~ Old Entish,The Two Towers
1724,TREEBEARD,I have told your names to the Entmoot......and we have agreed......you are not Orcs.,Scene 50 ~ Old Entish,The Two Towers
1725,PIPPIN,"Well, that's good news. ",Scene 50 ~ Old Entish,The Two Towers
1726,MERRY,And what about Saruman? Have you come to a decision about him?,Scene 50 ~ Old Entish,The Two Towers
1727,TREEBEARD,"Now, don't be hasty, Master Meriadoc.",Scene 50 ~ Old Entish,The Two Towers
1728,MERRY,Hasty? Our friends are out there.  They need our help. They cannot fight this war on their own.,Scene 50 ~ Old Entish,The Two Towers
1729,TREEBEARD," War? Yes. It affects us all. Tree, root and twig. But you must understand, young Hobbit......it takes a long time......to say anything in Old Entish...  ...and we never say anything......unless it is worth taking......a long time to say.",Scene 50 ~ Old Entish,The Two Towers
1730,GIMLI,Seventeen! Eighteen! Nineteen! Twenty! Twenty-one!,Scene 51 ~ The Breach of the Deeping Wall,The Two Towers
1731,ARAGORN,Causeway!,Scene 51 ~ The Breach of the Deeping Wall,The Two Towers
1732,THEODEN," Is this it? Is this is all you can conjure, Saruman?",Scene 51 ~ The Breach of the Deeping Wall,The Two Towers
1733,ARAGORN,"Togo hon dad, Legolas! ",Scene 51 ~ The Breach of the Deeping Wall,The Two Towers
1734,ARAGORN,Dago hon! Dago hon! ,Scene 51 ~ The Breach of the Deeping Wall,The Two Towers
1735,THEODEN,Brace the gate!,Scene 51 ~ The Breach of the Deeping Wall,The Two Towers
1736,THEODEN,Hold them! Stand firm!,Scene 51 ~ The Breach of the Deeping Wall,The Two Towers
1737,GIMLI,Aragorn!,Scene 51 ~ The Breach of the Deeping Wall,The Two Towers
1738,ARAGORN,Gimli!,Scene 51 ~ The Breach of the Deeping Wall,The Two Towers
1739,ARAGORN,Hado i philinn! ,Scene 51 ~ The Breach of the Deeping Wall,The Two Towers
1740,ARAGORN,Herio! ,Scene 51 ~ The Breach of the Deeping Wall,The Two Towers
1741,TREEBEARD,The Ents cannot hold back this storm. We must weather such things as we have always done.,Scene 52 ~ The Entmoot Decides,The Two Towers
1742,MERRY,How can that be your decision?!,Scene 52 ~ The Entmoot Decides,The Two Towers
1743,TREEBEARD,This is not our war.,Scene 52 ~ The Entmoot Decides,The Two Towers
1744,MERRY, But you're part of this world! Aren't you?!,Scene 52 ~ The Entmoot Decides,The Two Towers
1745,MERRY,You must help. Please. You must do something.,Scene 52 ~ The Entmoot Decides,The Two Towers
1746,TREEBEARD,"You are young and brave, Master Merry. But your part in this tale is over. Go back to your home.",Scene 52 ~ The Entmoot Decides,The Two Towers
1747,PIPPIN,"Maybe Treebeard's right. We don't belong here, Merry. It's too big for us. What can we do in the end? We've got the Shire. Maybe we should go home.",Scene 52 ~ The Entmoot Decides,The Two Towers
1748,MERRY,"The fires of lsengard will spread......and the woods of Tuckborough and Buckland will burn. And....  And all that was once green and good in this world will be gone. There won't be a Shire, Pippin.",Scene 52 ~ The Entmoot Decides,The Two Towers
1749,THEODEN,Aragorn! Fall back to the Keep! Get your men out of there!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1750,ARAGORN,"Nan Barad! Nan Barad!  Haldir, nan Barad! ","Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1751,GIMLI,What are you doing? What are you stopping for?,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1752,HALDIR,Nan Barad! ,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1753,ARAGORN,Haldir!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1754,SOLDIER,Brace the gate!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1755,SOLDIER,Hold them!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1756,THEODEN,To the gate. Draw your swords!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1757,GAMLING,Make way!  We cannot hold much longer!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1758,THEODEN,Hold them!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1759,ARAGORN, How long do you need?,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1760,THEODEN,As long as you can give me. ,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1761,ARAGORN, Gimli!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1762,THEODEN,Timbers! Brace the gate!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1763,GIMLI,Come on. We can take them.,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1764,ARAGORN,It's a long way.,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1765,GIMLI, Toss me.,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1766,ARAGORN,What?,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1767,GIMLI, I cannot jump the distance! You'll have to toss me!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1768,GIMLI, Don't tell the Elf.,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1769,ARAGORN,Not a word. ,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1770,THEODEN,Shore up the door!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1771,SOLDIER,Make way!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1772,SOLDIER,Follow me to the barricade.,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1773,SOLDIER,Watch our backs!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1774,SOLDIER,Throw another one over here!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1775,THEODEN,Higher!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1776,SOLDIER,Hold fast the gate!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1777,THEODEN, Gimli! Aragorn! Get out of there! ,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1778,LEGOLAS, Aragorn!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1779,THEODEN,Pull everybody back. Pull them back.,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1780,GAMLING,Fall back! Fall back!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1781,THEODEN,They have broken through! The castle is breached. Retreat!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1782,GAMLING,Fall back!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1783,THEODEN,Retreat!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1784,ARAGORN,Hurry! Inside. Get them inside!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1785,GAMLING,Into the Keep!,"Scene 53 ~ The Retreat to the Hornburg 


Legolas, Gimli and Aragorn continue tofight and kill the Uruk-hai behind the Deeping Wall.  Theoden looks on andshouts to Aragorn",The Two Towers
1786,TREEBEARD,I will leave you at the western borders of the forest. You can make your way north to your homeland from there.,Scene 54 ~ Master Peregrin's Plan,The Two Towers
1787,PIPPIN,Wait! Stop! Stop! Turn around. Turn around. Take us south.,Scene 54 ~ Master Peregrin's Plan,The Two Towers
1788,TREEBEARD,South? But that will lead you past lsengard.,Scene 54 ~ Master Peregrin's Plan,The Two Towers
1789,PIPPIN,"Yes. Exactly.  If we go south, we can slip past Saruman unnoticed. The closer we are to danger, the farther we are from harm. It's the last thing he'll expect.",Scene 54 ~ Master Peregrin's Plan,The Two Towers
1790,TREEBEARD," That doesn't make sense to me. But then......you are very small.  Perhaps you're right. South it is, then. Hold on, little Shirelings.  I always like going south. Somehow it feels like going downhill.",Scene 54 ~ Master Peregrin's Plan,The Two Towers
1791,MERRY, Are you mad? We'll be caught.,Scene 54 ~ Master Peregrin's Plan,The Two Towers
1792,PIPPIN," No, we won't. Not this time.",Scene 54 ~ Master Peregrin's Plan,The Two Towers
1793,SOLDIER,Look! Osgiliath burns!,Scene 55 ~ Osgiliath,The Two Towers
1794,SOLDIER,Mordor has come.,Scene 55 ~ Osgiliath,The Two Towers
1795,FRODO, The Ring will not save Gondor.  It has only the power to destroy. Please......Iet me go.,Scene 55 ~ Osgiliath,The Two Towers
1796,FARAMIR,Hurry.,Scene 55 ~ Osgiliath,The Two Towers
1797,FRODO,Faramir! You must let me go!,Scene 55 ~ Osgiliath,The Two Towers
1798,TREEBEARD,"And those little family of field mice......that climb up sometimes, and they tickle me awfully.",Scene 56 ~ The Last March of the Ents,The Two Towers
1799,TREEBEARD,They're always trying to get somewhere where they....,Scene 56 ~ The Last March of the Ents,The Two Towers
1800,TREEBEARD,Many of these trees were my friends. Creatures I had known from nut and acorn.,Scene 56 ~ The Last March of the Ents,The Two Towers
1801,PIPPIN,"I'm sorry, Treebeard.",Scene 56 ~ The Last March of the Ents,The Two Towers
1802,TREEBEARD,They had voices of their own.,Scene 56 ~ The Last March of the Ents,The Two Towers
1803,TREEBEARD, Saruman. A wizard should know better! ,Scene 56 ~ The Last March of the Ents,The Two Towers
1804,TREEBEARD,There is no curse in Elvish......Entish or the tongues of Men......for this treachery.,Scene 56 ~ The Last March of the Ents,The Two Towers
1805,PIPPIN,Look! The trees! They're moving!,Scene 56 ~ The Last March of the Ents,The Two Towers
1806,MERRY,Where are they going?,Scene 56 ~ The Last March of the Ents,The Two Towers
1807,TREEBEARD,They have business with the Orcs. My business is with lsengard tonight......with rock and stone.,Scene 56 ~ The Last March of the Ents,The Two Towers
1808,MERRY,Yes!,Scene 56 ~ The Last March of the Ents,The Two Towers
1809,TREEBEARD,"Come, my friends. The Ents are going to war. It is likely......that we go to our doom. Last march......of the Ents.",Scene 56 ~ The Last March of the Ents,The Two Towers
1810,MADRIL,Faramir! Orcs have taken the eastern shore. Their numbers are too great. By nightfall we will be overrun.,"Scene 57 ~ The Nazgûl Attack 


Faramir and everyone arrive in Osgiliath. The soldiers there are shooting arrows at the opposite shore. Rocks are beinghurled back at themMadril walks up to Faramir",The Two Towers
1811,SAM,Mr. Frodo?,"Scene 57 ~ The Nazgûl Attack 


Faramir and everyone arrive in Osgiliath. The soldiers there are shooting arrows at the opposite shore. Rocks are beinghurled back at themMadril walks up to Faramir",The Two Towers
1812,FRODO,"It's calling to him, Sam. His Eye is almost on me. ","Scene 57 ~ The Nazgûl Attack 


Faramir and everyone arrive in Osgiliath. The soldiers there are shooting arrows at the opposite shore. Rocks are beinghurled back at themMadril walks up to Faramir",The Two Towers
1813,SAM,"Hold on, Mr. Frodo. You'll be all right.","Scene 57 ~ The Nazgûl Attack 


Faramir and everyone arrive in Osgiliath. The soldiers there are shooting arrows at the opposite shore. Rocks are beinghurled back at themMadril walks up to Faramir",The Two Towers
1814,FARAMIR,Take them to my father.  Tell him Faramir sends a mighty gift.  A weapon that will change our fortunes in this war. ,"Scene 57 ~ The Nazgûl Attack 


Faramir and everyone arrive in Osgiliath. The soldiers there are shooting arrows at the opposite shore. Rocks are beinghurled back at themMadril walks up to Faramir",The Two Towers
1815,SAM,Do you want to know what happened to Boromir?  You want to know why your brother died? He tried to take the Ring from Frodo after swearing an oath to protect him!  He tried to kill him! The Ring drove your brother mad!,"Scene 57 ~ The Nazgûl Attack 


Faramir and everyone arrive in Osgiliath. The soldiers there are shooting arrows at the opposite shore. Rocks are beinghurled back at themMadril walks up to Faramir",The Two Towers
1816,SOLDIER,Watch out!,"Scene 57 ~ The Nazgûl Attack 


Faramir and everyone arrive in Osgiliath. The soldiers there are shooting arrows at the opposite shore. Rocks are beinghurled back at themMadril walks up to Faramir",The Two Towers
1817,SAM,Mr. Frodo?,"Scene 57 ~ The Nazgûl Attack 


Faramir and everyone arrive in Osgiliath. The soldiers there are shooting arrows at the opposite shore. Rocks are beinghurled back at themMadril walks up to Faramir",The Two Towers
1818,FRODO,They're here.,"Scene 57 ~ The Nazgûl Attack 


Faramir and everyone arrive in Osgiliath. The soldiers there are shooting arrows at the opposite shore. Rocks are beinghurled back at themMadril walks up to Faramir",The Two Towers
1819,FRODO,They've come.,"Scene 57 ~ The Nazgûl Attack 


Faramir and everyone arrive in Osgiliath. The soldiers there are shooting arrows at the opposite shore. Rocks are beinghurled back at themMadril walks up to Faramir",The Two Towers
1820,FARAMIR,Nazgul!,"Scene 57 ~ The Nazgûl Attack 


Faramir and everyone arrive in Osgiliath. The soldiers there are shooting arrows at the opposite shore. Rocks are beinghurled back at themMadril walks up to Faramir",The Two Towers
1821,FARAMIR,Stay here. Keep out of sight.  Take cover!,"Scene 57 ~ The Nazgûl Attack 


Faramir and everyone arrive in Osgiliath. The soldiers there are shooting arrows at the opposite shore. Rocks are beinghurled back at themMadril walks up to Faramir",The Two Towers
1822,THEODEN,The fortress is taken. It is over.,Scene 58 ~ Forth Eorlingas,The Two Towers
1823,ARAGORN, You said this fortress would never fall while your men defend it. They still defend it. They have died defending it.,Scene 58 ~ Forth Eorlingas,The Two Towers
1824,WOMAN,They are breaking in!,Scene 58 ~ Forth Eorlingas,The Two Towers
1825,WOMAN,They're past the door!,Scene 58 ~ Forth Eorlingas,The Two Towers
1826,ARAGORN, Is there no other way for the women and children to get out of the caves? ,Scene 58 ~ Forth Eorlingas,The Two Towers
1827,ARAGORN, Is there no other way?,Scene 58 ~ Forth Eorlingas,The Two Towers
1828,GAMLING,There is one passage. It leads into the mountains. But they will not get far. The Uruk-hai are too many.,Scene 58 ~ Forth Eorlingas,The Two Towers
1829,ARAGORN, Tell the women and children to make for the mountain pass. And barricade the entrance!,Scene 58 ~ Forth Eorlingas,The Two Towers
1830,THEODEN, So much death.  What can Men do against such reckless hate?,Scene 58 ~ Forth Eorlingas,The Two Towers
1831,ARAGORN,Ride out with me.  Ride out and meet them.,Scene 58 ~ Forth Eorlingas,The Two Towers
1832,THEODEN,For death and glory.,Scene 58 ~ Forth Eorlingas,The Two Towers
1833,ARAGORN,For Rohan. For your people.,Scene 58 ~ Forth Eorlingas,The Two Towers
1834,GIMLI,The sun is rising.,Scene 58 ~ Forth Eorlingas,The Two Towers
