,character,text,scene,movie
2542,SAM,"You will not touch him again!  Come on then, finish it!",Scene 43 ~ The Choices of Master Samwise Gamgee,The Return of the King
2543,SAM,Back!,Scene 43 ~ The Choices of Master Samwise Gamgee,The Return of the King
2544,SAM,Mr Frodo!,Scene 43 ~ The Choices of Master Samwise Gamgee,The Return of the King
2545,SAM,"Oh no! Frodo, Mr Frodo.  Wake up. Don’t leave me here alone. Don’t go where I can’t follow. Wake up. Not asleep. Dead. ",Scene 43 ~ The Choices of Master Samwise Gamgee,The Return of the King
2546,SHAGRAT,You get back you scum!,Scene 43 ~ The Choices of Master Samwise Gamgee,The Return of the King
2547,SHAGRAT,What’s this?,Scene 43 ~ The Choices of Master Samwise Gamgee,The Return of the King
2548,ORC,Killed another one has she?,Scene 43 ~ The Choices of Master Samwise Gamgee,The Return of the King
2549,SHAGRAT,No.  This fellow ain’t dead.,Scene 43 ~ The Choices of Master Samwise Gamgee,The Return of the King
2550,SAM, Not dead.,Scene 43 ~ The Choices of Master Samwise Gamgee,The Return of the King
2551,SHAGRAT,She jabs him with her stinger and he goes as limp as a boned fish aaa… then she has her way with them. That’s how she likes to feed. Fresh blood. Get him to the Tower! ,Scene 43 ~ The Choices of Master Samwise Gamgee,The Return of the King
2552,SAM,Samwise you fool.,Scene 43 ~ The Choices of Master Samwise Gamgee,The Return of the King
2553,ORC,This scum will be awake in a couple of hours.,Scene 43 ~ The Choices of Master Samwise Gamgee,The Return of the King
2554,SHAGRAT,Then he’ll wish he’d never been born.,Scene 43 ~ The Choices of Master Samwise Gamgee,The Return of the King
2555,DENETHOR,The house of his spirit crumbles.  He is burning. Already burning.,Scene 44 ~ Denethor's Madness,The Return of the King
2556,PIPPIN,He’s not dead. HE’S NOT DEAD  NO! NO! He’s not dead. ,Scene 44 ~ Denethor's Madness,The Return of the King
2557,DENETHOR,Farewell Peregrin son of Paladin.,Scene 44 ~ Denethor's Madness,The Return of the King
2558,PIPPIN,NO! NO!,Scene 44 ~ Denethor's Madness,The Return of the King
2559,DENETHOR,I release you from my service.  Go now and die and what way seems best to you.,Scene 44 ~ Denethor's Madness,The Return of the King
2560,DENETHOR,Pour on oil!,Scene 44 ~ Denethor's Madness,The Return of the King
2561,SOLDIER,"Come on soldier, move it.",Scene 44 ~ Denethor's Madness,The Return of the King
2562,SOLDIER,"Hurry along there, hurry along.",Scene 44 ~ Denethor's Madness,The Return of the King
2563,PIPPIN,Gandalf!  Where’s Gandalf?  GANDALF!,Scene 44 ~ Denethor's Madness,The Return of the King
2564,GANDALF,Retreat! The city is breached. Fall back to the second level. Get the women and children out. Get them out. Retreat.,"Scene 45 ~ The Witch King's Hour


 Fireballs continue to rain down on the city.",The Return of the King
2565,SOLDIERS ON GATE,"Come on, come on! ","Scene 45 ~ The Witch King's Hour


 Fireballs continue to rain down on the city.",The Return of the King
2566,GOTHMOG,Move into the city. Kill all in your path.,"Scene 45 ~ The Witch King's Hour


 Fireballs continue to rain down on the city.",The Return of the King
2567,SOLDIER,Take them down!,"Scene 45 ~ The Witch King's Hour


 Fireballs continue to rain down on the city.",The Return of the King
2568,GANDALF,Fight! Fight to the last man. Fight for your lives.,"Scene 45 ~ The Witch King's Hour


 Fireballs continue to rain down on the city.",The Return of the King
2569,PIPPIN,Gandalf!  Gandalf! Denethor has lost his mind. He’s burning Faramir alive! ,"Scene 45 ~ The Witch King's Hour


 Fireballs continue to rain down on the city.",The Return of the King
2570,GANDALF,Up! Quickly!,"Scene 45 ~ The Witch King's Hour


 Fireballs continue to rain down on the city.",The Return of the King
2571,GANDALF, Go back to the abyss! Fall into the nothingness that awaits you and your master!,"Scene 45 ~ The Witch King's Hour


 Fireballs continue to rain down on the city.",The Return of the King
2572,WITCH KING,"Do you not know death when you see it, old man?  This is my hour! ","Scene 45 ~ The Witch King's Hour


 Fireballs continue to rain down on the city.",The Return of the King
2573,PIPPIN,Gandalf!,"Scene 45 ~ The Witch King's Hour


 Fireballs continue to rain down on the city.",The Return of the King
2574,PIPPIN,AAAAhhh! ,"Scene 45 ~ The Witch King's Hour


 Fireballs continue to rain down on the city.",The Return of the King
2575,WITCH KING,You have failed! The world of men will fall. ,"Scene 45 ~ The Witch King's Hour


 Fireballs continue to rain down on the city.",The Return of the King
2576,EOWYN,Courage Merry. Courage for our friends.,Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2577,GOTHMOG,"Form ranks you maggots. Form ranks. Pikes in front, archers behind. ",Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2578,THEODEN,"Eomer, take your Eored down the left flank",Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2579,EOMER,Flank ready!,Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2580,THEODEN,"Gamling, follow the King’s banner down the centre. Grimbold! Take your company right after you pass the wall. Forth and fear no darkness!  Arise! Arise riders of Theoden. Spears shall be shaken, shields shall be splintered, a sword day, a red day ere the sun rises!!",Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2581,EOWYN,"Whatever happens, stay with me. I’ll look after you. ",Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2582,THEODEN,"Ride now, ride now! Ride! Ride for ruin and the world’s ending! DEATH!",Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2583,ARMY,DEATH!,Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2584,THEODEN,DEATH!,Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2585,ARMY,DEATH!,Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2586,THEODEN,DEATH!,Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2587,THEODEN,DEATH!,Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2588,EOWYN/MERRY,DEATH!,Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2589,THEODEN,Forth Eorlingas!,Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2590,GOTHMOG,FIRE! ,Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2591,MERRY,DEEEEAAATH!,Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2592,THEODEN,CHAAAAARGE!,Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2593,GOTHMOG,Fire at will! ,Scene 46 ~ The Ride of the Rohirrim,The Return of the King
2594,DENETHOR,Set a fire in our flesh!,Scene 47 ~ The Pyre of Denethor,The Return of the King
2595,GANDALF,Stay this madness!,Scene 47 ~ The Pyre of Denethor,The Return of the King
2596,DENETHOR,"You may triumph in the field of battle for a day, but against the power that has risen in the east, there is no victory!",Scene 47 ~ The Pyre of Denethor,The Return of the King
2597,DENETHOR,"NOOOOOO, you will not take my son from me! ",Scene 47 ~ The Pyre of Denethor,The Return of the King
2598,PIPPIN,NO! Aaahhh,Scene 47 ~ The Pyre of Denethor,The Return of the King
2599,DENETHOR,Faramir!,Scene 47 ~ The Pyre of Denethor,The Return of the King
2600,DENETHOR,Aaaaaahhhh!,Scene 47 ~ The Pyre of Denethor,The Return of the King
2601,GANDALF,"So passes Denethor, son of Ecthelion.",Scene 47 ~ The Pyre of Denethor,The Return of the King
2602,EOMER,Drive them to the river.,Scene 48 ~ The Battle ofthe Pelennor Fields,The Return of the King
2603,THEODEN,Make safe the city.,Scene 48 ~ The Battle ofthe Pelennor Fields,The Return of the King
2604,THEODEN,Re-form the line! Re-form the line!,Scene 48 ~ The Battle ofthe Pelennor Fields,The Return of the King
2605,THEODEN,Sound the charge. Take them head-on. Chaaarge!,Scene 48 ~ The Battle ofthe Pelennor Fields,The Return of the King
2606,ROHIRRIM,Cut him down!,Scene 48 ~ The Battle ofthe Pelennor Fields,The Return of the King
2607,EOWYN,"Take the reins, pull him left.  LEFT!",Scene 48 ~ The Battle ofthe Pelennor Fields,The Return of the King
2608,EOMER,Aim for the heads! ,Scene 48 ~ The Battle ofthe Pelennor Fields,The Return of the King
2609,THEODEN,Bring it down! Bring it down! Bring it down!,Scene 48 ~ The Battle ofthe Pelennor Fields,The Return of the King
2610,EOWYN,Merry!,Scene 48 ~ The Battle ofthe Pelennor Fields,The Return of the King
2611,PIPPIN,I didn’t think it would end this way.,"Scene 49 ~ ""A Far Green Country""


 The scene changes… over the city of Minas Tirith the Witch King flies over on his fell beast whilst a Troll attacks the locked door with his mace.  On the other side of the door Gondor soldiers stand in readiness.  Pippin and Gandalf sit at one side together.  Pippin looks at Gandalf",The Return of the King
2612,GANDALF,"End? No, the journey doesn’t end here. Death is just another path, one that we all must take.  The grey rain curtain of this world rolls back and all turns to silvered glass. And then you see it.","Scene 49 ~ ""A Far Green Country""


 The scene changes… over the city of Minas Tirith the Witch King flies over on his fell beast whilst a Troll attacks the locked door with his mace.  On the other side of the door Gondor soldiers stand in readiness.  Pippin and Gandalf sit at one side together.  Pippin looks at Gandalf",The Return of the King
2613,PIPPIN,What? Gandalf? See what?,"Scene 49 ~ ""A Far Green Country""


 The scene changes… over the city of Minas Tirith the Witch King flies over on his fell beast whilst a Troll attacks the locked door with his mace.  On the other side of the door Gondor soldiers stand in readiness.  Pippin and Gandalf sit at one side together.  Pippin looks at Gandalf",The Return of the King
2614,GANDALF,"White shores and beyond, a far green country under a swift sunrise. ","Scene 49 ~ ""A Far Green Country""


 The scene changes… over the city of Minas Tirith the Witch King flies over on his fell beast whilst a Troll attacks the locked door with his mace.  On the other side of the door Gondor soldiers stand in readiness.  Pippin and Gandalf sit at one side together.  Pippin looks at Gandalf",The Return of the King
2615,PIPPIN,"Well,  that’s not so bad.","Scene 49 ~ ""A Far Green Country""


 The scene changes… over the city of Minas Tirith the Witch King flies over on his fell beast whilst a Troll attacks the locked door with his mace.  On the other side of the door Gondor soldiers stand in readiness.  Pippin and Gandalf sit at one side together.  Pippin looks at Gandalf",The Return of the King
2616,GANDALF,No. No it isn’t.,"Scene 49 ~ ""A Far Green Country""


 The scene changes… over the city of Minas Tirith the Witch King flies over on his fell beast whilst a Troll attacks the locked door with his mace.  On the other side of the door Gondor soldiers stand in readiness.  Pippin and Gandalf sit at one side together.  Pippin looks at Gandalf",The Return of the King
2617,THEODEN,Rally to me! To meeee!,Scene 50 ~ The Nazgul and His Prey,The Return of the King
2618,WITCH KING,Feast on his flesh.,Scene 50 ~ The Nazgul and His Prey,The Return of the King
2619,EOWYN,I will kill you if you touch him.,Scene 50 ~ The Nazgul and His Prey,The Return of the King
2620,WITCH KING,Do not come between the Nazgûl and his prey.,Scene 50 ~ The Nazgul and His Prey,The Return of the King
2621,ORC,"Late as usual, pirate scum.  There’s knifework here needs doing. Come on you sea rats, get off your ships.",Scene 51 ~ The Black Ships,The Return of the King
2622,GIMLI,"There’s plenty for the both of us, may be best Dwarf win!",Scene 51 ~ The Black Ships,The Return of the King
2623,WITCH KING,You fool! No man can kill me. Die now!,Scene 52 ~ Shieldmaiden of Rohan,The Return of the King
2624,EOWYN,I am no man!,Scene 52 ~ Shieldmaiden of Rohan,The Return of the King
2625,LEGOLAS,"Fifteen, sixteen.","Scene 53 ~ Victory at Minas Tirith


 Scene changes to Legolas counting as he shoots his arrows.",The Return of the King
2626,EOWYN,Merry!,"Scene 53 ~ Victory at Minas Tirith


 Scene changes to Legolas counting as he shoots his arrows.",The Return of the King
2627,ARAGORN,Legolas!,"Scene 53 ~ Victory at Minas Tirith


 Scene changes to Legolas counting as he shoots his arrows.",The Return of the King
2628,LEGOLAS,"Thirty three, thirty four.","Scene 53 ~ Victory at Minas Tirith


 Scene changes to Legolas counting as he shoots his arrows.",The Return of the King
2629,GIMLI,That still only counts as one!,"Scene 53 ~ Victory at Minas Tirith


 Scene changes to Legolas counting as he shoots his arrows.",The Return of the King
2630,ORC,"Come on then , come on!","Scene 53 ~ Victory at Minas Tirith


 Scene changes to Legolas counting as he shoots his arrows.",The Return of the King
2631,THEODEN,"I know your face, Eowyn.  My eyes darken.",Scene 54 ~ The Passing of Théoden,The Return of the King
2632,EOWYN,"No, no. I’m going to save you.",Scene 54 ~ The Passing of Théoden,The Return of the King
2633,THEODEN,"You already did. Eowyn, my body is broken. You have to let me go.",Scene 54 ~ The Passing of Théoden,The Return of the King
2634,EOWYN,No.,Scene 54 ~ The Passing of Théoden,The Return of the King
2635,THEODEN,"I go to my fathers, in whose mighty company; I shall not now feel ashamed.",Scene 54 ~ The Passing of Théoden,The Return of the King
2636,THEODEN,Eowyn.,Scene 54 ~ The Passing of Théoden,The Return of the King
2637,KING OF THE DEAD,Release us!,Scene 55 ~ Oaths Fulfilled,The Return of the King
2638,GIMLI,"Bad idea! Very handy in a tight spot these lads, despite the fact they’re dead.",Scene 55 ~ Oaths Fulfilled,The Return of the King
2639,KING OF THE DEAD,You gave us your word!,Scene 55 ~ Oaths Fulfilled,The Return of the King
